Time(s),Input,Output_Displacement
11.3,0.557,6.239
11.4,0.428,6.236
11.5,0.312,6.223
11.6,0.211,6.201
11.7,0.128,6.169
11.8,0.065,6.130
11.9,0.022,6.082
12,0.002,6.028
12.1,0.004,5.968
12.2,0.028,5.904
12.3,0.074,5.838
12.4,0.141,5.770
12.5,0.227,5.702
12.6,0.331,5.636
12.7,0.449,5.573
12.8,0.580,5.515
12.9,0.721,5.464
13,0.867,5.419
13.1,1.017,5.383
13.2,1.166,5.356
13.3,1.312,5.338
13.4,1.450,5.332
13.5,1.578,5.335
13.6,1.694,5.349
13.7,1.794,5.373
13.8,1.876,5.407
13.9,1.938,5.450
14,1.979,5.501
14.1,1.999,5.558
14.2,1.995,5.622
14.3,1.970,5.690
14.4,1.923,5.760
14.5,1.855,5.832
14.6,1.767,5.903
14.7,1.663,5.973
14.8,1.544,6.039
14.9,1.412,6.100
15,1.271,6.155
15.1,1.124,6.202
15.2,0.975,6.240
15.3,0.826,6.270
15.4,0.680,6.289
15.5,0.542,6.297
15.6,0.415,6.295
15.7,0.300,6.282
15.8,0.201,6.259
15.9,0.120,6.226
16,0.059,6.184
16.1,0.019,6.134
16.2,0.001,6.077
16.3,0.005,6.014
16.4,0.032,5.946
16.5,0.081,5.876
16.6,0.150,5.805
16.7,0.238,5.734
16.8,0.343,5.664
16.9,0.463,5.599
17,0.596,5.538
17.1,0.737,5.484
17.2,0.884,5.437
17.3,1.034,5.398
17.4,1.183,5.370
17.5,1.327,5.351
17.6,1.465,5.343
17.7,1.592,5.345
17.8,1.706,5.358
17.9,1.804,5.381
18,1.884,5.415
18.1,1.944,5.457
18.2,1.983,5.507
18.3,1.999,5.565
18.4,1.994,5.628
18.5,1.966,5.695
18.6,1.916,5.765
18.7,1.846,5.836
18.8,1.757,5.907
18.9,1.650,5.976
19,1.529,6.041
19.1,1.397,6.101
19.2,1.255,6.155
19.3,1.108,6.202
19.4,0.958,6.239
19.5,0.809,6.268
19.6,0.665,6.286
19.7,0.528,6.293
19.8,0.401,6.290
19.9,0.288,6.277
20,0.191,6.253
20.1,0.112,6.219
20.2,0.054,6.176
20.3,0.016,6.125
20.4,0.000,6.068
20.5,0.007,6.004
20.6,0.037,5.937
20.7,0.087,5.867
20.8,0.159,5.795
20.9,0.249,5.725
21,0.356,5.656
21.1,0.478,5.591
21.2,0.611,5.531
21.3,0.753,5.478
21.4,0.901,5.432
21.5,1.050,5.395
21.6,1.199,5.367
21.7,1.343,5.349
21.8,1.480,5.342
21.9,1.606,5.346
22,1.718,5.360
22.1,1.814,5.385
22.2,1.891,5.419
22.3,1.949,5.462
22.4,1.986,5.514
22.5,2.000,5.572
22.6000000000001,1.992,5.635
22.7000000000001,1.961,5.703
22.8000000000001,1.909,5.773
22.9000000000001,1.837,5.845
23.0000000000001,1.745,5.915
23.1000000000001,1.637,5.984
23.2000000000001,1.515,6.049
23.3000000000001,1.381,6.108
23.4000000000001,1.239,6.161
23.5000000000001,1.091,6.207
23.6000000000001,0.941,6.243
23.7000000000001,0.793,6.270
23.8000000000001,0.649,6.287
23.9000000000001,0.513,6.294
24.0000000000001,0.388,6.289
24.1000000000001,0.277,6.275
24.2000000000001,0.181,6.249
24.3000000000001,0.105,6.215
24.4000000000001,0.048,6.171
24.5000000000001,0.013,6.119
24.6000000000001,0.000,6.061
24.7000000000001,0.010,5.997
24.8000000000001,0.041,5.929
24.9000000000001,0.094,5.859
25.0000000000001,0.168,5.787
25.1000000000001,0.260,5.717
25.2000000000001,0.369,5.648
25.3000000000001,0.492,5.584
25.4000000000001,0.627,5.525
25.5000000000001,0.769,5.472
25.6000000000001,0.917,5.427
25.7000000000001,1.067,5.391
25.8000000000001,1.216,5.364
25.9000000000001,1.359,5.348
26.0000000000001,1.494,5.342
26.1000000000001,1.619,5.347
26.2000000000001,1.729,5.363
26.3000000000001,1.823,5.388
26.4000000000001,1.899,5.424
26.5000000000001,1.954,5.468
26.6000000000001,1.988,5.520
26.7000000000001,2.000,5.579
26.8000000000001,1.989,5.643
26.9000000000001,1.956,5.711
27.0000000000001,1.902,5.781
27.1000000000001,1.827,5.853
27.2000000000001,1.734,5.923
27.3000000000001,1.624,5.991
27.4000000000001,1.501,6.056
27.5000000000001,1.366,6.114
27.6000000000001,1.222,6.167
27.7000000000001,1.074,6.211
27.8000000000001,0.924,6.247
27.9000000000001,0.776,6.273
28.0000000000001,0.633,6.289
28.1000000000001,0.498,6.294
28.2000000000001,0.375,6.288
28.3000000000001,0.265,6.272
28.4000000000001,0.172,6.246
28.5000000000001,0.097,6.210
28.6000000000001,0.043,6.165
28.7000000000001,0.011,6.113
28.8000000000001,0.000,6.054
28.9000000000001,0.012,5.990
29.0000000000001,0.046,5.921
29.1000000000001,0.102,5.851
29.2000000000001,0.177,5.779
29.3000000000001,0.272,5.709
29.4000000000001,0.382,5.641
29.5000000000001,0.507,5.577
29.6000000000002,0.642,5.518
29.7000000000002,0.786,5.467
29.8000000000002,0.934,5.423
29.9000000000002,1.084,5.387
30.0000000000002,1.232,5.362
30.1000000000002,1.375,5.347
30.2000000000002,1.509,5.342
30.3000000000002,1.632,5.348
30.4000000000002,1.741,5.365
30.5000000000002,1.833,5.392
30.6000000000002,1.906,5.428
30.7000000000002,1.959,5.473
30.8000000000002,1.991,5.526
30.9000000000002,2.000,5.586
31.0000000000002,1.987,5.650
31.1000000000002,1.951,5.719
31.2000000000002,1.895,5.789
31.3000000000002,1.818,5.861
31.4000000000002,1.723,5.931
31.5000000000002,1.611,5.999
31.6000000000002,1.486,6.062
31.7000000000002,1.350,6.121
31.8000000000002,1.206,6.172
31.9000000000002,1.057,6.216
32.0000000000002,0.908,6.250
32.1000000000002,0.760,6.275
32.2000000000002,0.618,6.290
32.3000000000002,0.484,6.294
32.4000000000002,0.362,6.287
32.5000000000002,0.254,6.270
32.6000000000002,0.163,6.242
32.7000000000002,0.090,6.206
32.8000000000002,0.038,6.160
32.9000000000002,0.008,6.107
33.0000000000002,0.000,6.047
33.1000000000002,0.015,5.982
33.2000000000002,0.051,5.913
33.3000000000002,0.109,5.843
33.4000000000002,0.187,5.771
33.5000000000002,0.283,5.701
33.6000000000002,0.396,5.634
33.7000000000002,0.521,5.570
33.8000000000002,0.658,5.512
33.9000000000002,0.802,5.461
34.0000000000002,0.951,5.418
34.1000000000002,1.101,5.384
34.2000000000002,1.248,5.360
34.3000000000002,1.390,5.346
34.4000000000002,1.523,5.342
34.5000000000002,1.645,5.350
34.6000000000002,1.752,5.367
34.7000000000002,1.842,5.395
34.8000000000002,1.913,5.433
34.9000000000002,1.964,5.479
35.0000000000002,1.993,5.533
35.1000000000002,2.000,5.593
35.2000000000002,1.984,5.658
35.3000000000002,1.946,5.726
35.4000000000002,1.887,5.797
35.5000000000002,1.808,5.869
35.6000000000002,1.711,5.939
35.7000000000002,1.598,6.006
35.8000000000002,1.471,6.069
35.9000000000002,1.334,6.127
36.0000000000002,1.190,6.177
36.1000000000002,1.041,6.220
36.2000000000002,0.891,6.253
36.3000000000002,0.744,6.277
36.4000000000002,0.602,6.291
36.5000000000002,0.469,6.293
36.6000000000003,0.349,6.286
36.7000000000003,0.243,6.267
36.8000000000003,0.154,6.239
36.9000000000003,0.083,6.201
37.0000000000003,0.034,6.154
37.1000000000003,0.006,6.100
37.2000000000003,0.001,6.040
37.3000000000003,0.018,5.974
37.4000000000003,0.057,5.906
37.5000000000003,0.117,5.835
37.6000000000003,0.197,5.764
37.7000000000003,0.295,5.693
37.8000000000003,0.409,5.626
37.9000000000003,0.536,5.563
38.0000000000003,0.674,5.506
38.1000000000003,0.819,5.456
38.2000000000003,0.968,5.414
38.3000000000003,1.117,5.381
38.4000000000003,1.265,5.358
38.5000000000003,1.406,5.345
38.6000000000003,1.538,5.343
38.7000000000003,1.658,5.351
38.8000000000003,1.763,5.370
38.9000000000003,1.851,5.399
39.0000000000003,1.920,5.438
39.1000000000003,1.968,5.485
39.2000000000003,1.995,5.539
39.3000000000003,1.999,5.600
39.4000000000003,1.981,5.665
39.5000000000003,1.940,5.734
39.6000000000003,1.879,5.805
39.7000000000003,1.798,5.876
39.8000000000003,1.699,5.946
39.9000000000003,1.584,6.013
40.0000000000003,1.456,6.076
40.1000000000003,1.318,6.133
40.2000000000003,1.173,6.183
40.3000000000003,1.024,6.224
40.4000000000003,0.874,6.257
40.5000000000003,0.727,6.279
40.6000000000003,0.587,6.291
40.7000000000003,0.455,6.293
40.8000000000003,0.336,6.284
40.9000000000003,0.232,6.265
41.0000000000003,0.145,6.235
41.1000000000003,0.077,6.196
41.2000000000003,0.030,6.149
41.3000000000003,0.004,6.094
41.4000000000003,0.002,6.033
41.5000000000003,0.021,5.967
41.6000000000003,0.062,5.898
41.7000000000003,0.125,5.827
41.8000000000003,0.207,5.756
41.9000000000003,0.307,5.686
42.0000000000003,0.423,5.619
42.1000000000003,0.551,5.557
42.2000000000003,0.690,5.500
42.3000000000003,0.835,5.451
42.4000000000003,0.985,5.410
42.5000000000003,1.134,5.378
42.6000000000003,1.281,5.356
42.7000000000003,1.421,5.344
42.8000000000003,1.552,5.343
42.9000000000003,1.670,5.353
43.0000000000003,1.774,5.373
43.1000000000003,1.860,5.403
43.2000000000003,1.926,5.442
43.3000000000003,1.972,5.490
43.4000000000003,1.996,5.545
43.5000000000003,1.998,5.607
43.6000000000003,1.977,5.673
43.7000000000004,1.935,5.742
43.8000000000004,1.871,5.813
43.9000000000004,1.788,5.884
44.0000000000004,1.687,5.954
44.1000000000004,1.570,6.021
44.2000000000004,1.441,6.083
44.3000000000004,1.302,6.139
44.4000000000004,1.156,6.188
44.5000000000004,1.007,6.228
44.6000000000004,0.858,6.260
44.7000000000004,0.711,6.281
44.8000000000004,0.571,6.292
44.9000000000004,0.441,6.293
45.0000000000004,0.324,6.282
45.1000000000004,0.221,6.262
45.2000000000004,0.136,6.231
45.3000000000004,0.071,6.191
45.4000000000004,0.026,6.143
45.5000000000004,0.003,6.087
45.6000000000004,0.003,6.026
45.7000000000004,0.025,5.959
45.8000000000004,0.068,5.890
45.9000000000004,0.133,5.819
46.0000000000004,0.218,5.748
46.1000000000004,0.319,5.678
46.2000000000004,0.436,5.612
46.3000000000004,0.566,5.550
46.4000000000004,0.706,5.494
46.5000000000004,0.852,5.446
46.6000000000004,1.001,5.406
46.7000000000004,1.151,5.375
46.8000000000004,1.297,5.354
46.9000000000004,1.436,5.344
47.0000000000004,1.566,5.344
47.1000000000004,1.683,5.355
47.2000000000004,1.784,5.376
47.3000000000004,1.868,5.407
47.4000000000004,1.933,5.447
47.5000000000004,1.976,5.496
47.6000000000004,1.998,5.552
47.7000000000004,1.997,5.614
47.8000000000004,1.974,5.681
47.9000000000004,1.928,5.750
48.0000000000004,1.863,5.821
48.1000000000004,1.777,5.892
48.2000000000004,1.674,5.962
48.3000000000004,1.557,6.028
48.4000000000004,1.426,6.089
48.5000000000004,1.286,6.145
48.6000000000004,1.140,6.193
48.7000000000004,0.990,6.232
48.8000000000004,0.841,6.263
48.9000000000004,0.695,6.283
49.0000000000004,0.556,6.293
49.1000000000004,0.427,6.292
49.2000000000004,0.311,6.281
49.3000000000004,0.211,6.259
49.4000000000004,0.128,6.227
49.5000000000004,0.064,6.186
49.6000000000004,0.022,6.137
49.7000000000004,0.002,6.081
49.8000000000004,0.004,6.018
49.9000000000004,0.028,5.952
50.0000000000004,0.075,5.882
50.1000000000004,0.142,5.811
50.2000000000004,0.228,5.740
50.3000000000004,0.332,5.670
50.4000000000004,0.450,5.605
50.5000000000004,0.581,5.543
50.6000000000004,0.722,5.488
50.7000000000005,0.869,5.441
50.8000000000005,1.018,5.402
50.9000000000005,1.167,5.372
51.0000000000005,1.313,5.352
51.1000000000005,1.451,5.343
51.2000000000005,1.580,5.344
51.3000000000005,1.695,5.356
51.4000000000005,1.794,5.379
51.5000000000005,1.876,5.411
51.6000000000005,1.938,5.452
51.7000000000005,1.980,5.502
51.8000000000005,1.999,5.559
51.9000000000005,1.995,5.621
52.0000000000005,1.970,5.688
52.1000000000005,1.922,5.758
52.2000000000005,1.854,5.829
52.3000000000005,1.767,5.900
52.4000000000005,1.662,5.969
52.5000000000005,1.543,6.035
52.6000000000005,1.411,6.096
52.7000000000005,1.270,6.150
52.8000000000005,1.123,6.198
52.9000000000005,0.973,6.236
53.0000000000005,0.824,6.265
53.1000000000005,0.679,6.285
53.2000000000005,0.541,6.293
53.3000000000005,0.414,6.291
53.4000000000005,0.299,6.279
53.5000000000005,0.200,6.256
53.6000000000005,0.120,6.223
53.7000000000005,0.059,6.181
53.8000000000005,0.019,6.131
53.9000000000005,0.001,6.074
54.0000000000005,0.006,6.011
54.1000000000005,0.033,5.944
54.2000000000005,0.081,5.874
54.3000000000005,0.150,5.803
54.4000000000005,0.239,5.732
54.5000000000005,0.344,5.663
54.6000000000005,0.465,5.597
54.7000000000005,0.597,5.537
54.8000000000005,0.738,5.483
54.9000000000005,0.885,5.436
55.0000000000005,1.035,5.398
55.1000000000005,1.184,5.369
55.2000000000005,1.329,5.351
55.3000000000005,1.466,5.343
55.4000000000005,1.593,5.345
55.5000000000005,1.707,5.358
55.6000000000005,1.805,5.382
55.7000000000005,1.884,5.415
55.8000000000005,1.944,5.458
55.9000000000005,1.983,5.508
56.0000000000005,1.999,5.565
56.1000000000005,1.993,5.629
56.2000000000005,1.965,5.696
56.3000000000005,1.915,5.766
56.4000000000005,1.845,5.837
56.5000000000005,1.756,5.908
56.6000000000005,1.649,5.977
56.7000000000005,1.528,6.042
56.8000000000005,1.396,6.102
56.9000000000005,1.254,6.156
57.0000000000005,1.106,6.202
57.1000000000005,0.957,6.240
57.2000000000005,0.808,6.268
57.3000000000005,0.663,6.286
57.4000000000005,0.526,6.294
57.5000000000005,0.400,6.290
57.6000000000005,0.287,6.277
57.7000000000005,0.190,6.252
57.8000000000006,0.112,6.219
57.9000000000006,0.053,6.176
58.0000000000006,0.016,6.125
58.1000000000006,0.000,6.067
58.2000000000006,0.008,6.004
58.3000000000006,0.037,5.936
58.4000000000006,0.088,5.866
58.5000000000006,0.159,5.795
58.6000000000006,0.250,5.724
58.7000000000006,0.357,5.655
58.8000000000006,0.479,5.590
58.9000000000006,0.612,5.531
59.0000000000006,0.754,5.477
59.1000000000006,0.902,5.431
59.2000000000006,1.052,5.394
59.3000000000006,1.200,5.367
59.4000000000006,1.345,5.349
59.5000000000006,1.481,5.342
59.6000000000006,1.607,5.346
59.7000000000006,1.719,5.361
59.8000000000006,1.814,5.385
59.9000000000006,1.892,5.420
60.0000000000006,1.950,5.463
60.1000000000006,1.986,5.514
60.2000000000006,2.000,5.572
60.3000000000006,1.991,5.636
60.4000000000006,1.961,5.704
60.5000000000006,1.909,5.774
60.6000000000006,1.836,5.845
